ref,greek,lemma,pos,didakta,rel,syn,line,didakta_1,didakta_2,didakta_3,didakta_4
5,μή,μή,d--------,ImprComm (mh),8.0,AuxZ,5.215,ImprComm (mh),,,
6,μοι,ἐγώ,p1s---md-,DatAgent,8.0,OBJ,5.215,DatAgent,,,
7,τόδε,ὅδε,p-s---na-,"AccAdv, Pron4",8.0,OBJ,5.215,AccAdv,Pron4,,
8,χώεο,χώομαι,v2spme---,ImprComm,0.0,PRED,5.215,ImprComm,,,
9,·,·,u--------,,0.0,AuxK,5.215,,,,
1,οἶδα,οἶδα,v1sria---,Perf,0.0,PRED,5.215,Perf,,,
2,καὶ,καί,d--------,conj indeclform,3.0,AuxZ,5.215,conj indeclform,,,
3,αὐτὸς,αὐτός,a-s---mn-,"NomSubj, Pron2",1.0,AtvV,5.215,NomSubj,Pron2,,
4,πάντα,πᾶς,a-p---na-,AccObj,1.0,ADV,5.216,AccObj,,,
5,μάλ',μάλα,d--------,adv indeclform,4.0,AuxZ,5.216,adv indeclform,,,
6,",",",",u--------,,7.0,AuxX,5.216,,,,
7,οὕνεκα,οὕνεκα,c--------,conj indeclform,1.0,AuxC,5.216,conj indeclform,,,
8,σεῖο,σύ,p2s----g-,"GenComp, Pron1",12.0,ATR,5.216,GenComp,Pron1,,
9,περίφρων,περίφρων,n-s---fn-,"NomSubj, PartAttr",10.0,ATR,5.216,NomSubj,PartAttr,,
10,Πηνελόπεια,Πηνελόπεια,n-s---fn-,NomSubj,18.0,SBJ,5.216,NomSubj,,,
11,εἶδος,εἶδος,n-s---na-,AccResp,18.0,ADV_CO,5.217,AccResp,,,
12,ἀκιδνοτέρη,ἀκιδνός,a-s---fnc,AccCog,18.0,PNOM,5.217,AccCog,,,
13,μέγεθός,μέγεθος,n-s---na-,AccResp,18.0,ADV_CO,5.217,AccResp,,,
14,τ',τε,g--------,particle indeclform,7.0,COORD,5.217,particle indeclform,,,
15,εἰσάντα,εἰσάντα,d--------,adv indeclform,16.0,ADV,5.217,adv indeclform,,,
16,ἰδέσθαι,εἶδον,v--anm---,InfDyn,12.0,ATR,5.217,InfDyn,,,
17,·,·,u--------,,0.0,AuxK,5.217,,,,
1,ἡ,ὁ,p-s---fn-,"NomSubj, Pron4",5.0,SBJ,5.218,NomSubj,Pron4,,
2,μὲν,μέν,g--------,particle indeclform,8.0,AuxY,5.218,particle indeclform,,,
3,γὰρ,γάρ,g--------,particle indeclform,5.0,AuxY,5.218,particle indeclform,,,
4,βροτός,βροτός,n-s---mn-,NomPred,5.0,PNOM,5.218,NomPred,,,
5,ἐστι,εἰμί,v3spia---,"Pres, Ind, Act",8.0,PRED_CO,5.218,Pres,Ind,Act,
6,",",",",u--------,,8.0,AuxX,5.218,,,,
7,σὺ,σύ,p2s----n-,"NomSubj, Pron1",13.0,SBJ,5.218,NomSubj,Pron1,,
8,δ',δέ,g--------,particle indeclform,0.0,COORD,5.218,particle indeclform,,,
9,ἀθάνατος,ἀθάνατος,a-s---fn-,NomPred,13.0,PNOM_CO,5.218,NomPred,,,
10,καὶ,καί,c--------,conj indeclform,8.0,COORD,5.218,conj indeclform,,,
11,ἀγήρως,ἀγήραος,a-s---fn-,NomPred,13.0,PNOM_CO,5.218,NomPred,,,
12,.,.,u--------,,0.0,AuxK,5.218,,,,
1,ἀλλὰ,ἀλλά,d--------,adv indeclform,5.0,AuxY,5.219,adv indeclform,,,
2,καὶ,καί,d--------,conj indeclform,3.0,AuxZ,5.219,conj indeclform,,,
3,ὣς,ὡς,d--------,conj indeclform,5.0,ADV,5.219,conj indeclform,,,
4,ἐθέλω,ἐθέλω,v1spia---,"PresIter, Ind, Act",5.0,PRED_CO,5.219,PresIter,Ind,Act,
5,καὶ,καί,c--------,conj indeclform,0.0,COORD,5.219,conj indeclform,,,
6,ἐέλδομαι,ἔλδομαι,v1spie---,PresIter,5.0,PRED_CO,5.219,PresIter,,,
7,ἤματα,ἦμαρ,n-p---na-,AccTime,5.0,ADV,5.219,AccTime,,,
8,πάντα,πᾶς,a-p---na-,AccTime,7.0,ATR,5.219,AccTime,,,
9,οἴκαδέ,οἴκαδε,d--------,AccDirec.1,11.0,OBJ,5.22,AccDirec.1,,,
10,τ',τε,g--------,particle indeclform,12.0,AuxY,5.22,particle indeclform,,,
11,ἐλθέμεναι,ἔρχομαι,v--ana---,InfDyn,12.0,OBJ_CO,5.22,InfDyn,,,
12,καὶ,καί,c--------,conj indeclform,5.0,COORD,5.22,conj indeclform,,,
13,νόστιμον,νόστιμος,a-s---na-,"AccObj [poetic periphrasis, Smyth 3041]",14.0,ATR,5.22,AccObj [poetic periphrasis,Smyth 3041],,
14,ἦμαρ,ἦμαρ,n-s---na-,AccObj,15.0,OBJ,5.22,AccObj,,,
15,ἰδέσθαι,εἶδον,v--anm---,InfDyn,12.0,OBJ_CO,5.22,InfDyn,,,
16,.,.,u--------,,0.0,AuxK,5.22,,,,
1,εἰ,εἰ,c--------,Cond2,11.0,AuxC,5.221,Cond2,,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.221,particle indeclform,,,
3,αὖ,αὖ,d--------,adv indeclform,5.0,AuxY,5.221,adv indeclform,,,
4,τις,τις,p-s---mn-,"NomSubj, Pron6",5.0,SBJ,5.221,NomSubj,Pron6,,
5,ῥαίῃσι,ῥαίω,v3spsa---,SubjSubor (Cond2),1.0,ADV,5.221,SubjSubor (Cond2),,,
6,θεῶν,θεός,n-p---mg-,GenPart,4.0,ATR,5.221,GenPart,,,
7,ἐνὶ,ἐν,r--------,Prep3,5.0,AuxP,5.221,Prep3,,,
8,οἴνοπι,οἶνοψ,n-s---md-,DatLoc (Prep3),9.0,ATR,5.221,DatLoc (Prep3),,,
9,πόντῳ,πόντος,n-s---md-,DatLoc (Prep3),7.0,ADV,5.221,DatLoc (Prep3),,,
10,",",",",u--------,,1.0,AuxX,5.221,,,,
11,τλήσομαι,τλάω,v1sfim---,"Fut (Cond2), MidIndir",2.0,PRED_CO,5.222,Fut (Cond2),MidIndir,,
12,ἐν,ἐν,r--------,Prep3,14.0,AuxP,5.222,Prep3,,,
13,στήθεσσιν,στῆθος,n-p---nd-,DatLoc (Prep3),12.0,ADV,5.222,DatLoc (Prep3),,,
14,ἔχων,ἔχω,v-sppamn-,"NomSubj, PartCirc.4",11.0,ADV,5.222,NomSubj,PartCirc.4,,
15,ταλαπενθέα,ταλαπενθής,a-s---ma-,AccObj,16.0,ATR,5.222,AccObj,,,
16,θυμόν,θυμός,n-s---ma-,AccObj,14.0,OBJ,5.222,AccObj,,,
17,·,·,u--------,,0.0,AuxK,5.222,,,,
1,ἤδη,ἤδη,d--------,adv indeclform,6.0,ADV,5.223,adv indeclform,,,
2,γὰρ,γάρ,g--------,particle indeclform,6.0,AuxY,5.223,particle indeclform,,,
3,μάλα,μάλα,d--------,adv indeclform,4.0,AuxZ,5.223,adv indeclform,,,
4,πολλὰ,πολύς,a-p---na-,AccObj,5.0,OBJ,5.223,AccObj,,,
5,πάθον,πάσχω,v1saia---,Aor,6.0,PRED_CO,5.223,Aor,,,
6,καὶ,καί,c--------,conj indeclform,0.0,COORD,5.223,conj indeclform,,,
7,πολλὰ,πολύς,a-p---na-,AccObj,8.0,OBJ,5.223,AccObj,,,
8,μόγησα,μογέω,v1saia---,Aor,6.0,PRED_CO,5.223,Aor,,,
9,κύμασι,κῦμα,n-p---nd-,DatLoc,10.0,ADV_CO,5.224,DatLoc,,,
10,καὶ,καί,c--------,conj indeclform,6.0,COORD,5.224,conj indeclform,,,
11,πολέμῳ,πόλεμος,n-s---md-,DatLoc,10.0,ADV_CO,5.224,DatLoc,,,
12,·,·,u--------,,0.0,AuxK,5.224,,,,
1,μετὰ,μετά,r--------,Prep5,5.0,AuxP,5.224,Prep5,,,
2,καὶ,καί,d--------,conj indeclform,3.0,AuxZ,5.224,conj indeclform,,,
3,τόδε,ὅδε,p-s---nn-,"NomSubj, Pron4",5.0,SBJ,5.224,NomSubj,Pron4,,
4,τοῖσι,ὁ,l--------,"DatLoc (Prep5), ArtPart",1.0,OBJ,5.224,DatLoc (Prep5),ArtPart,,
5,γενέσθω,γίγνομαι,v3samm---,ImprComm,0.0,PRED,5.224,ImprComm,,,
6,.,.,u--------,,0.0,AuxK,5.224,,,,
7,&quot;,&quot;,u--------,,5.0,AuxG,5.224,,,,
1,ὣς,ὡς,d--------,adv indeclform,2.0,ADV,5.225,adv indeclform,,,
2,ἔφατ',φημί,v3siie---,Impf.2,5.0,PRED_CO,5.225,Impf.2,,,
3,",",",",u--------,,5.0,AuxX,5.225,,,,
4,ἠέλιος,ἥλιος,n-s---mn-,NomSubj,7.0,SBJ,5.225,NomSubj,,,
5,δ',δέ,g--------,particle indeclform,8.0,AuxY,5.225,particle indeclform,,,
6,ἄρ',ἄρα,g--------,particle indeclform,7.0,AuxY,5.225,particle indeclform,,,
7,ἔδυ,δύω,v3saia---,AorComp,8.0,PRED_CO,5.225,AorComp,,,
8,καὶ,καί,c--------,conj indeclform,0.0,COORD,5.225,conj indeclform,,,
9,ἐπὶ,ἐπί,r--------,tmesis,11.0,AuxZ,5.225,tmesis,,,
10,κνέφας,κνέφας,n-s---nn-,NomSubj,11.0,SBJ,5.225,NomSubj,,,
11,ἦλθεν,ἔρχομαι,v3saia---,AorComp,8.0,PRED_CO,5.225,AorComp,,,
12,·,·,u--------,,0.0,AuxK,5.225,,,,
1,ἐλθόντες,ἔρχομαι,v-papamn-,"NomSubj, PartCirc.1",9.0,ADV,5.226,NomSubj,PartCirc.1,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.226,particle indeclform,,,
3,ἄρα,ἄρα,g--------,particle indeclform,9.0,AuxY,5.226,particle indeclform,,,
4,τώ,ὁ,p-d---mn-,"NomSubj, Pron4",9.0,SBJ,5.226,NomSubj,Pron4,,
5,γε,γε,g--------,particle indeclform,4.0,AuxZ,5.226,particle indeclform,,,
6,μυχῷ,μυχός,n-s---md-,DatLoc,9.0,ADV,5.226,DatLoc,,,
7,σπείους,σπέος,n-s---ng-,GenPart,6.0,ATR,5.226,GenPart,,,
8,γλαφυροῖο,γλαφυρός,a-s---ng-,GenPart,7.0,ATR,5.226,GenPart,,,
9,τερπέσθην,τέρπω,v3diie---,"ImpfCons, MidRecip",2.0,PRED_CO,5.227,ImpfCons,MidRecip,,
10,φιλότητι,φιλότης,n-s---fd-,DatMean,9.0,ADV,5.227,DatMean,,,
11,",",",",u--------,,14.0,AuxX,5.227,,,,
12,παρ',παρά,r--------,Prep5,14.0,AuxP,5.227,Prep5,,,
13,ἀλλήλοισι,ἀλλήλων,a-p---md-,DatLoc (Prep5),12.0,ADV,5.227,DatLoc (Prep5),,,
14,μένοντες,μένω,v-pppamn-,PartCirc.1,9.0,ADV,5.227,PartCirc.1,,,
15,.,.,u--------,,0.0,AuxK,5.227,,,,
1,ἦμος,ἦμος,d--------,adv indeclform,39.0,AuxC,5.228,adv indeclform,,,
2,δ',δέ,g--------,particle indeclform,1.0,AuxZ,5.228,particle indeclform,,,
3,ἠριγένεια,ἠριγένεια,n-s---fn-,NomSubj,6.0,ATR,5.228,NomSubj,,,
4,φάνη,φαίνω,v3saip---,Aor,1.0,ADV,5.228,Aor,,,
5,ῥοδοδάκτυλος,ῥοδοδάκτυλος,a-s---fn-,NomSubj,6.0,ATR,5.228,NomSubj,,,
6,Ἠώς,ἠώς,n-s---fn-,NomSubj,4.0,SBJ,5.228,NomSubj,,,
7,",",",",u--------,,1.0,AuxX,5.228,,,,
8,αὐτίχ',αὐτίκα,d--------,adv indeclform,15.0,ADV,5.229,adv indeclform,,,
9,ὁ,ὁ,l-s---mn-,"NomSubj, ArtSubs",16.0,ATR,5.229,NomSubj,ArtSubs,,
10,μὲν,μέν,g--------,particle indeclform,39.0,AuxY,5.229,particle indeclform,,,
11,χλαῖνάν,χλαῖνα,n-s---fa-,"AccObj [hysteron proteron, Smyth 3030]",14.0,OBJ_CO,5.229,AccObj [hysteron proteron,Smyth 3030],,
12,τε,τε,g--------,particle indeclform,14.0,AuxY,5.229,particle indeclform,,,
13,χιτῶνά,χιτών,n-s---ma-,AccObj,14.0,OBJ_CO,5.229,AccObj,,,
14,τε,τε,g--------,particle indeclform,15.0,COORD,5.229,particle indeclform,,,
15,ἕννυτ',ἕννυμι,v3siie---,ImpfDesc,39.0,PRED_CO,5.229,ImpfDesc,,,
16,Ὀδυσσεύς,Ὀδυσσεύς,n-s---mn-,NomSubj,15.0,SBJ,5.229,NomSubj,,,
17,",",",",u--------,,39.0,AuxX,5.229,,,,
18,αὐτὴ,αὐτός,a-s---fn-,"NomSubj, Pron2",24.0,ATV,5.23,NomSubj,Pron2,,
19,δ',δέ,g--------,particle indeclform,39.0,AuxY,5.23,particle indeclform,,,
20,ἀργύφεον,ἀργύφεος,a-s---na-,AccObj,21.0,ATR,5.23,AccObj,,,
21,φᾶρος,φᾶρος,n-s---na-,AccObj,23.0,OBJ,5.23,AccObj,,,
22,μέγα,μέγας,a-s---na-,AccObj,21.0,ATR,5.23,AccObj,,,
23,ἕννυτο,ἕννυμι,v3siie---,ImpfDesc,39.0,PRED_CO,5.23,ImpfDesc,,,
24,νύμφη,νύμφη,n-s---fn-,NomSubj,23.0,SBJ,5.23,NomSubj,,,
25,",",",",u--------,,27.0,AuxX,5.23,,,,
26,λεπτὸν,λεπτός,a-s---na-,AccObj,27.0,ATR_CO,5.231,AccObj,,,
27,καὶ,καί,c--------,conj indeclform,21.0,COORD,5.231,conj indeclform,,,
28,χαρίεν,χαρίες,a-s---na-,AccObj,27.0,ATR_CO,5.231,AccObj,,,
29,",",",",u--------,,39.0,AuxX,5.231,,,,
30,περὶ,περί,r--------,Prep5,33.0,AuxZ,5.231,Prep5,,,
31,δὲ,δέ,g--------,particle indeclform,39.0,AuxY,5.231,particle indeclform,,,
32,ζώνην,ζώνη,n-s---fa-,AccObj,33.0,OBJ,5.231,AccObj,,,
33,βάλετ',βάλλω,v3saim---,"AorIngr, MidIndir",39.0,PRED_CO,5.231,AorIngr,MidIndir,,
34,ἰξυῖ,ἰξύς,n-s---fd-,DatLoc (Prep5),33.0,ADV,5.231,DatLoc (Prep5),,,
35,καλὴν,καλός,a-s---fa-,AccObj,32.0,ATR,5.232,AccObj,,,
36,χρυσείην,χρύσεος,a-s---fa-,AccObj,32.0,ATR,5.232,AccObj,,,
37,",",",",u--------,,39.0,AuxX,5.232,,,,
38,κεφαλῇ,κεφαλή,n-s---fd-,DatLoc,43.0,ADV,5.232,DatLoc,,,
39,δ',δέ,g--------,particle indeclform,0.0,COORD,5.232,particle indeclform,,,
40,ἐφύπερθε,ἐφύπερθε,d--------,adv indeclform,43.0,ADV,5.232,adv indeclform,,,
41,καλύπτρην,καλύπτρα,n-s---fa-,AccObj,43.0,OBJ,5.232,AccObj,,,
42,.,.,u--------,,0.0,AuxK,5.232,,,,
1,καὶ,καί,c--------,conj indeclform,0.0,COORD,5.233,conj indeclform,,,
2,τότ',τότε,d--------,adv indeclform,5.0,ADV,5.233,adv indeclform,,,
3,Ὀδυσσῆι,Ὀδυσσεύς,n-s---md-,DatAdvn,5.0,OBJ,5.233,DatAdvn,,,
4,μεγαλήτορι,μεγαλήτωρ,n-s---md-,DatAdvn,3.0,ATR,5.233,DatAdvn,,,
5,μήδετο,μήδομαι,v3siie---,ImpfCons,1.0,PRED_CO,5.233,ImpfCons,,,
6,πομπήν,πομπή,n-s---fa-,AccObj,5.0,OBJ,5.233,AccObj,,,
7,·,·,u--------,,0.0,AuxK,5.233,,,,
1,δῶκέν,δίδωμι,v3saia---,AorIngr,0.0,PRED,5.234,AorIngr,,,
2,οἱ,ἕ,p-s---md-,"DatVerb, Pron4",1.0,OBJ,5.234,DatVerb,Pron4,,
3,πέλεκυν,πέλεκυς,n-s---ma-,AccObj,1.0,OBJ,5.234,AccObj,,,
4,μέγαν,μέγας,a-s---ma-,AccObj,11.0,ATR_CO,5.234,AccObj,,,
5,",",",",u--------,,11.0,AuxX,5.234,,,,
6,ἄρμενον,ἀραρίσκω,v-sapmma-,"AccObj, PartAttr",11.0,ATR_CO,5.234,AccObj,PartAttr,,
7,ἐν,ἐν,r--------,Prep3,6.0,AuxP,5.234,Prep3,,,
8,παλάμῃσι,παλάμη,n-p---fd-,DatLoc (Prep3),7.0,ADV,5.234,DatLoc (Prep3),,,
9,",",",",u--------,,11.0,AuxX,5.234,,,,
10,χάλκεον,χάλκεος,a-s---ma-,AccObj,11.0,ATR_CO,5.235,AccObj,,,
11,",",",",u--------,,3.0,COORD,5.235,,,,
12,ἀμφοτέρωθεν,ἀμφοτέρωθεν,d--------,adv indeclform,13.0,ADV,5.235,adv indeclform,,,
13,ἀκαχμένον,ἀκαχμένος,a-s---ma-,AccObj,11.0,ATR_CO,5.235,AccObj,,,
14,·,·,u--------,,0.0,AuxK,5.235,,,,
1,αὐτὰρ,ἀτάρ,g--------,particle indeclform,11.0,AuxY,5.235,particle indeclform,,,
2,ἐν,ἐν,r--------,Prep3,0.0,AuxP,5.235,Prep3,,,
3,αὐτῷ,αὐτός,a-s---md-,"DatLoc (Prep3), Pron2",11.0,ADV,5.235,DatLoc (Prep3),Pron2,,
4,στειλειὸν,στειλειόν,n-s---nn-,NomSubj,11.0,SBJ,5.236,NomSubj,,,
5,περικαλλὲς,περικαλλής,a-s---nn-,NomSubj,7.0,ATR_CO,5.236,NomSubj,,,
6,ἐλάινον,ἐλάινος,a-s---nn-,NomSubj,7.0,ATR_CO,5.236,NomSubj,,,
7,",",",",u--------,,4.0,COORD,5.236,,,,
8,εὖ,εὖ,d--------,adv indeclform,9.0,ADV,5.236,adv indeclform,,,
9,ἐναρηρός,ἐναραρίσκω,v-srpann-,"NomSubj, PartAttr",4.0,ATR_CO,5.236,NomSubj,PartAttr,,
10,·,·,u--------,,0.0,AuxK,5.236,,,,
1,δῶκε,δίδωμι,v3saia---,AorIngr,2.0,PRED_CO,5.237,AorIngr,,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.237,particle indeclform,,,
3,ἔπειτα,ἔπειτα,d--------,adv indeclform,1.0,AuxY,5.237,adv indeclform,,,
4,σκέπαρνον,σκέπαρνον,n-s---na-,AccObj,1.0,OBJ,5.237,AccObj,,,
5,ἐύξοον,εὔξοος,a-s---na-,AccObj,4.0,ATR,5.237,AccObj,,,
6,·,·,u--------,,0.0,AuxK,5.237,,,,
1,ἦρχε,ἄρχω,v3siia---,ImpfCons,2.0,PRED_CO,5.237,ImpfCons,,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.237,particle indeclform,,,
3,ὁδοῖο,ὁδός,n-s---fg-,GenVerb.11,1.0,OBJ,5.237,GenVerb.11,,,
4,νήσου,νῆσος,n-s---fg-,GenPart,6.0,ATR,5.238,GenPart,,,
5,ἐπ',ἐπί,r--------,Prep5,1.0,AuxP,5.238,Prep5,,,
6,ἐσχατιῆς,ἐσχατιά,n-s---fg-,GenLoc (Prep5),5.0,OBJ,5.238,GenLoc (Prep5),,,
7,",",",",u--------,,11.0,AuxX,5.238,,,,
8,ὅθι,ὅθι,d--------,adv indeclform,19.0,ADV,5.238,adv indeclform,,,
9,δένδρεα,δένδρεον,n-p---nn-,NomSubj,12.0,SBJ_AP,5.238,NomSubj,,,
10,μακρὰ,μακρός,a-p---nn-,NomSubj,9.0,ATR,5.238,NomSubj,,,
11,πεφύκει,φύω,v3slia---,Pperf,19.0,ATR_CO,5.238,Pperf,,,
12,",",",",u--------,,11.0,APOS,5.238,,,,
13,κλήθρη,κλήθρα,n-s---fn-,NomSubj,16.0,SBJ_AP_CO,5.239,NomSubj,,,
14,τ',τε,g--------,particle indeclform,16.0,AuxY,5.239,particle indeclform,,,
15,αἴγειρός,αἴγειρος,n-s---fn-,NomSubj,16.0,SBJ_CO,5.239,NomSubj,,,
16,τ',τε,g--------,particle indeclform,11.0,COORD,5.239,particle indeclform,,,
17,",",",",u--------,,19.0,AuxX,5.239,,,,
18,ἐλάτη,ἐλάτη,n-s---fn-,NomSubj,20.0,SBJ,5.239,NomSubj,,,
19,τ',τε,g--------,particle indeclform,6.0,COORD,5.239,particle indeclform,,,
20,ἦν,εἰμί,v3piia---,ImpfDesc,12.0,ATR_CO,5.239,ImpfDesc,,,
21,οὐρανομήκης,οὐρανομήκης,a-p---fn-,NomPred,18.0,ATR,5.239,NomPred,,,
22,",",",",u--------,,27.0,AuxX,5.239,,,,
23,αὖα,αὖος,a-p---nn-,NomSubj,27.0,ATR_CO,5.24,NomSubj,,,
24,πάλαι,πάλαι,d--------,adv indeclform,23.0,AuxZ,5.24,adv indeclform,,,
25,",",",",u--------,,27.0,AuxX,5.24,,,,
26,περίκηλα,περίκηλος,a-p---nn-,NomSubj,27.0,ATR_CO,5.24,NomSubj,,,
27,",",",",u--------,,19.0,COORD,5.24,,,,
28,τά,ὁ,p-p---nn-,"NomSubj, Pron8",30.0,SBJ,5.24,NomSubj,Pron8,,
29,οἱ,ἕ,p-s---md-,DatAdvn,30.0,OBJ,5.24,DatAdvn,,,
30,πλώοιεν,πλέω,v3ppoa---,OptPoten,27.0,ATR_CO,5.24,OptPoten,,,
31,ἐλαφρῶς,ἐλαφρός,d--------,AccAdv,30.0,ADV,5.24,AccAdv,,,
32,.,.,u--------,,0.0,AuxK,5.24,,,,
1,αὐτὰρ,ἀτάρ,g--------,particle indeclform,21.0,AuxY,5.241,particle indeclform,,,
2,ἐπεὶ,ἐπεί,c--------,conj indeclform,21.0,AuxC,5.241,conj indeclform,,,
3,δὴ,δή,g--------,particle indeclform,4.0,AuxY,5.241,particle indeclform,,,
4,δεῖξ',δείκνυμι,v3saia---,Aor,2.0,ADV,5.241,Aor,,,
5,",",",",u--------,,9.0,AuxX,5.241,,,,
6,ὅθι,ὅθι,d--------,adv indeclform,9.0,ADV,5.241,adv indeclform,,,
7,δένδρεα,δένδρεον,n-p---nn-,NomSubj,9.0,SBJ,5.241,NomSubj,,,
8,μακρὰ,μακρός,a-p---nn-,NomSubj,7.0,ATR,5.241,NomSubj,,,
9,πεφύκει,φύω,v3slia---,Pperf,4.0,OBJ,5.241,Pperf,,,
10,",",",",u--------,,2.0,AuxX,5.241,,,,
11,ἡ,ὁ,p-s---fn-,"NomSubj, Pron",26.0,SBJ_AP,5.242,NomSubj,Pron,,
12,μὲν,μέν,g--------,particle indeclform,21.0,AuxY,5.242,particle indeclform,,,
13,ἔβη,βαίνω,v3saia---,Aor,21.0,PRED_CO,5.242,Aor,,,
14,πρὸς,πρός,r--------,Prep3,13.0,AuxP,5.242,Prep3,,,
15,δῶμα,δῶμα,n-s---na-,AccDirec.1 (Prep3),14.0,OBJ,5.242,AccDirec.1 (Prep3),,,
16,Καλυψώ,Καλυψώ,n-s---fn-,NomSubj,26.0,SBJ_AP,5.242,NomSubj,,,
17,",",",",u--------,,13.0,APOS,5.242,,,,
18,δῖα,δῖος,a-s---fn-,NomInd,26.0,SBJ_AP,5.242,NomInd,,,
19,θεάων,θεά,n-p---fg-,GenPart,18.0,ATR,5.242,GenPart,,,
20,",",",",u--------,,21.0,AuxX,5.242,,,,
21,αὐτὰρ,ἀτάρ,g--------,particle indeclform,0.0,COORD,5.243,particle indeclform,,,
22,ὁ,ὁ,p-s---mn-,"NomSubj, Pron4",23.0,SBJ,5.243,NomSubj,Pron4,,
23,τάμνετο,τέμνω,v3siie---,"Impf, MidIndir",21.0,PRED_CO,5.243,Impf,MidIndir,,
24,δοῦρα,δόρυ,n-p---na-,AccObj,23.0,OBJ,5.243,AccObj,,,
25,·,·,u--------,,0.0,AuxK,5.243,,,,
1,θοῶς,θοός,d--------,AccAdv,4.0,ADV,5.243,AccAdv,,,
2,δέ,δέ,g--------,particle indeclform,0.0,COORD,5.243,particle indeclform,,,
3,οἱ,ἕ,p-s---md-,"DatPos, Pron4",5.0,OBJ,5.243,DatPos,Pron4,,
4,ᾔνυτο,αἴνυμαι,v3siie---,Impf,2.0,PRED_CO,5.243,Impf,,,
5,ἔργον,ἔργον,n-s---nn-,NomSubj,4.0,SBJ,5.243,NomSubj,,,
6,.,.,u--------,,0.0,AuxK,5.243,,,,
1,εἴκοσι,εἴκοσι,m--------,AccObj,3.0,OBJ,5.244,AccObj,,,
2,δ',δέ,g--------,particle indeclform,14.0,AuxY,5.244,particle indeclform,,,
3,ἔκβαλε,ἐκβάλλω,v3saia---,AorComp,14.0,PRED_CO,5.244,AorComp,,,
4,πάντα,πᾶς,a-p---na-,AccAdv,3.0,ADV,5.244,AccAdv,,,
5,",",",",u--------,,14.0,AuxX,5.244,,,,
6,πελέκκησεν,πελεκάω,v3saia---,AorComp,14.0,PRED_CO,5.244,AorComp,,,
7,δ',δέ,g--------,particle indeclform,14.0,AuxY,5.244,particle indeclform,,,
8,ἄρα,ἄρα,g--------,particle indeclform,6.0,AuxY,5.244,particle indeclform,,,
9,χαλκῷ,χαλκός,n-s---md-,DatInstr,6.0,ADV,5.244,DatInstr,,,
10,",",",",u--------,,14.0,AuxX,5.244,,,,
11,ξέσσε,ξέω,v3saia---,AorComp,14.0,PRED_CO,5.245,AorComp,,,
12,δ',δέ,g--------,particle indeclform,14.0,AuxY,5.245,particle indeclform,,,
13,ἐπισταμένως,ἐπισταμένως,d--------,adv indeclform,11.0,ADV,5.245,adv indeclform,,,
14,καὶ,καί,c--------,conj indeclform,0.0,COORD,5.245,conj indeclform,,,
15,ἐπὶ,ἐπί,r--------,Prep5,17.0,AuxP,5.245,Prep5,,,
16,στάθμην,στάθμη,n-s---fa-,AccDirec.1 (Prep5),15.0,OBJ,5.245,AccDirec.1 (Prep5),,,
17,ἴθυνεν,ἰθύνω,v3saia---,AorComp,14.0,PRED_CO,5.245,AorComp,,,
18,.,.,u--------,,0.0,AuxK,5.245,,,,
1,τόφρα,τόφρα,d--------,adv indeclform,3.0,ADV,5.246,adv indeclform,,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.246,particle indeclform,,,
3,ἔνεικε,φέρω,v3saia---,Aor,2.0,PRED_CO,5.246,Aor,,,
4,τέρετρα,τέρετρον,n-p---na-,AccObj,3.0,OBJ,5.246,AccObj,,,
5,Καλυψώ,Καλυψώ,n-s---fn-,NomSubj,6.0,SBJ_AP,5.246,NomSubj,,,
6,",",",",u--------,,3.0,APOS,5.246,,,,
7,δῖα,δῖος,a-s---fn-,NomInd,6.0,SBJ_AP,5.246,NomInd,,,
8,θεάων,θεά,n-p---fg-,GenPart,7.0,ATR,5.246,GenPart,,,
9,·,·,u--------,,0.0,AuxK,5.246,,,,
1,τέτρηνεν,τετραίνω,v3saia---,AorComp,10.0,PRED_CO,5.247,AorComp,,,
2,δ',δέ,g--------,particle indeclform,10.0,AuxY,5.247,particle indeclform,,,
3,ἄρα,ἄρα,g--------,particle indeclform,1.0,AuxY,5.247,particle indeclform,,,
4,πάντα,πᾶς,a-p---na-,AccObj,1.0,OBJ,5.247,AccObj,,,
5,καὶ,καί,c--------,conj indeclform,10.0,AuxY,5.247,conj indeclform,,,
6,ἥρμοσεν,ἁρμόζω,v3saia---,AorComp,10.0,PRED_CO,5.247,AorComp,,,
7,ἀλλήλοισιν,ἀλλήλων,a-p---nd-,DatVerb,6.0,OBJ,5.247,DatVerb,,,
8,",",",",u--------,,10.0,AuxX,5.247,,,,
9,γόμφοισιν,γόμφος,n-p---md-,DatInstr,14.0,ADV_CO,5.248,DatInstr,,,
10,δ',δέ,g--------,particle indeclform,0.0,COORD,5.248,particle indeclform,,,
11,ἄρα,ἄρα,g--------,particle indeclform,16.0,AuxY,5.248,particle indeclform,,,
12,τήν,ὁ,p-s---fa-,AccObj,16.0,OBJ,5.248,AccObj,,,
13,γε,γε,g--------,particle indeclform,12.0,AuxZ,5.248,particle indeclform,,,
