ref,greek,lemma,pos,didakta,rel,syn,line,didakta_1,didakta_2,didakta_3,didakta_4
2274270.16,ἄν,κεν,g--------,,2274270.17,AuxY,Ref=1.294,,,,
2274270.17,εἶπον,εἴπῃς,v2sasa---,AorNoni. | SubjSubor. | Act.,2274270.13,ATR,Ref=1.294|SpaceAfter=No,AorNoni.,SubjSubor.,Act.,
,,,,,,,Ref=1.294,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274271.1,ἄλλος,ἄλλοισιν,a-p---md-,DatVerb. ,2274271.4,OBJ,Ref=1.295,DatVerb.,,,
2274271.2,δή,δή,g--------,,2274271.4,AuxY,Ref=1.295,,,,
2274271.3,οὗτος,ταῦτ’,a-p---na-,AccAdv. ,2274271.4,OBJ,Ref=1.295,AccAdv.,,,
2274271.4,ἐπιτέλλω,ἐπιτέλλεο,v2spme---,AorNoni. | ImprComm. | MidSpee.,2274271.5,PRED_CO,Ref=1.295|SpaceAfter=No,AorNoni.,ImprComm.,MidSpee.,
,,,,,,,Ref=1.295,,,,
2274271.6,μή,μή,g--------,,2274271.9,AuxZ,Ref=1.295,,,,
2274271.7,γάρ,γάρ,g--------,,2274271.9,AuxY,Ref=1.295,,,,
2274271.7,ἐγώ,ἔμοιγε,p-s---md-,DatVerb. ,2274271.9,OBJ,Ref=1.295,DatVerb.,,,
2274271.9,σημαίνω,σήμαιν’,v2spma---,PresNoni. | ImprComm. | Act.,2274271.5,PRED_CO,Ref=1.296|SpaceAfter=No,PresNoni.,ImprComm.,Act.,
,,,,,,,Ref=1.296,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274271.9,οὐ,οὐ,d--------,,2274272.7,AuxZ,Ref=1.296,,,,
2274272.2,γάρ,γάρ,g--------,,2274272.7,AuxY,Ref=1.296,,,,
2274272.2,ἐγώ,ἔγωγ’,p-s---mn-,NomSubj.,2274272.7,SBJ,Ref=1.296,NomSubj.,,,
2274272.4,ἔτι,ἔτι,d--------,,2274272.6,ADV,Ref=1.296,,,,
2274272.4,σύ,σοὶ,p-s----d-,DatVerb. ,2274272.6,OBJ,Ref=1.296,DatVerb.,,,
2274272.6,πείθω,πείσεσθαι,v--fnm---,FutNoni. | InfDyn. | MidSpon.,2274272.7,OBJ,Ref=1.296,FutNoni.,InfDyn.,MidSpon.,
2274272.7,οἴομαι,ὀΐω,v1spia---,Pres. | Ind. | Act.,2274272.0,PRED,Ref=1.296|SpaceAfter=No,Pres.,Ind.,Act.,
,,,,,,,Ref=1.296,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274273.1,ἄλλος,ἄλλο,a-s---na-,AccObj. ,2274273.4,OBJ,Ref=1.297,AccObj.,,,
2274273.2,δέ,δέ,g--------,,2274273.7,AuxY,Ref=1.297,,,,
2274273.2,σύ,τοι,p-s----d-,DatVerb. ,2274273.4,OBJ,Ref=1.297,DatVerb.,,,
2274273.4,ἐρῶ,ἐρέω,v1sfia---,Fut. | Ind. | Act.,2274273.7,PRED_CO,Ref=1.297|SpaceAfter=No,Fut.,Ind.,Act.,
,,,,,,,Ref=1.297,,,,
2274273.4,σύ,σὺ,p-s----n-,,2274273.1,SBJ,Ref=1.297,,,,
2274273.7,δέ,δ’,g--------,,2274273.0,COORD,Ref=1.297,,,,
2274273.8,ἐν,ἐνί,r--------,Prep3.,2274273.1,AuxP,Ref=1.297,Prep3.,,,
2274273.9,φρήν,φρεσί,n-p---fd-,GBP,2274273.8,OBJ,Ref=1.297,GBP,,,
2274273.1,βάλλω,βάλλεο,v2spme---,PresNoni. | ImprComm. | MidMent.,2274273.7,PRED_CO,Ref=1.297,PresNoni.,ImprComm.,MidMent.,
2274273.11,σός,σῇσι,a-p---fd-,Agr.,2274273.9,ATR,Ref=1.297|SpaceAfter=No,Agr.,,,
,,,,,,,Ref=1.297,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274273.11,χείρ,χερσὶ,n-p---fd-,DatMean.,2274274.6,ADV,Ref=1.298,DatMean.,,,
2274274.2,μέν,μέν,g--------,,2274274.6,AuxY,Ref=1.298,,,,
2274274.2,οὐ,οὔ,d--------,,2274274.6,AuxZ,Ref=1.298,,,,
2274274.4,τοι,τοι,g--------,,2274274.6,AuxY,Ref=1.298,,,,
2274274.4,ἐγώ,ἔγωγε,p-s---mn-,NomSubj.,2274274.6,SBJ,Ref=1.298,NomSubj.,,,
2274274.6,μάχομαι,μαχήσομαι,v1sfim---,Fut. | Ind. | MidRecip.,2274274.0,PRED,Ref=1.298,Fut.,Ind.,MidRecip.,
2274274.7,ἕνεκα,εἵνεκα,r--------,Prep1.,2274274.6,AuxP,Ref=1.298,Prep1.,,,
2274274.8,κόρη,κούρης,n-s---fg-,GBP,2274274.7,ADV,Ref=1.298,GBP,,,
2274274.8,οὐ,οὔ,d--------,,2274274.12,AuxY,Ref=1.299,,,,
2274274.1,τε,τε,g--------,,2274274.9,AuxZ,Ref=1.299,,,,
2274274.1,σύ,σοὶ,p-s----d-,DatVerb. ,2274274.12,OBJ_CO,Ref=1.299,DatVerb.,,,
2274274.12,οὔτε,οὔτέ,d--------,,2274274.6,COORD,Ref=1.299,,,,
2274274.12,τις,τῳ,p-s----d-,DatVerb. ,2274274.12,OBJ_CO,Ref=1.299,DatVerb.,,,
2274274.14,ἄλλος,ἄλλῳ,a-s---md-,Agr.,2274274.13,ATR,Ref=1.299|SpaceAfter=No,Agr.,,,
,,,,,,,Ref=1.299,,,,
2274274.16,ἐπεί,ἐπεί,c--------,,2274274.6,AuxC,Ref=1.299,,,,
2274274.16,ἐγώ,μ’,p-s---ma-,AccObj. ,2274274.18,OBJ,Ref=1.299,AccObj.,,,
2274274.18,ἀφαιρέω,ἀφέλεσθέ,v2paim---,AorComp. | Ind. | MidIndir.,2274274.16,ADV,Ref=1.299,AorComp.,Ind.,MidIndir.,
2274274.19,γε,γε,g--------,,2274274.18,AuxZ,Ref=1.299,,,,
2274274.2,δίδωμι,δόντες,v-papamn-,AorNoni. | PartAttr. | Act. | Agr.,2274274.18,ADV,Ref=1.299|SpaceAfter=No,AorNoni.,PartAttr.,Act.,Agr.
,,,,,,,Ref=1.299,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274274.2,ὁ,τῶν,l-p---ng-,,2274275.3,ATR,Ref=1.300,,,,
2274275.2,δέ,δ’,g--------,,2274275.0,COORD,Ref=1.300,,,,
2274275.3,ἄλλος,ἄλλων,a-p---ng-,GenPart.,2274275.11,ATR,Ref=1.300,GenPart.,,,
2274275.3,ὅς,ἅ,p-p---nn-,NomSubj.,2274275.6,SBJ,Ref=1.300,NomSubj.,,,
2274275.3,ἐγώ,μοί,p-s---md-,DatPos.,2274275.6,OBJ,Ref=1.300,DatPos.,,,
2274275.3,εἰμί,ἐστι,v3spia---,Pres. | Ind. | Act.,2274275.1,ATR,Ref=1.300,Pres.,Ind.,Act.,
2274275.7,θοός,θοῇ,a-s---fd-,Agr.,2274275.9,ATR,Ref=1.300,Agr.,,,
2274275.7,παρά,παρὰ,r--------,Prep3.,2274275.6,AuxP,Ref=1.300,Prep3.,,,
2274275.7,ναῦς,νηί,n-s---fd-,GBP,2274275.8,ADV,Ref=1.300,GBP,,,
2274275.1,μέλας,μελαίνῃ,a-s---fd-,Agr.,2274275.9,ATR,Ref=1.300,Agr.,,,
2274275.1,ὁ,τῶν,p-p---ng-,GenPart.,2274275.14,ATR,Ref=1.301,GenPart.,,,
2274275.1,οὐ,οὐκ,d--------,,2274275.15,AuxZ,Ref=1.301,,,,
2274275.13,ἄν,ἄν,g--------,,2274275.15,AuxY,Ref=1.301,,,,
2274275.13,τις,τι,p-s---na-,AccObj. ,2274275.15,OBJ,Ref=1.301,AccObj.,,,
2274275.15,φέρω,φέροις,v2spoa---,PresNoni. | OptPoten. | Act.,2274275.2,PRED_CO,Ref=1.301,PresNoni.,OptPoten.,Act.,
2274275.16,ἀναιρέω,ἀνελών,v-sapamn-,AorNoni. | PartCirc. | Act. | Agr.,2274275.15,ADV,Ref=1.301,AorNoni.,PartCirc.,Act.,Agr.
2274275.17,ἀέκων,ἀέκοντος,a-s---mg-,?,2274275.15,ADV,Ref=1.301,?,,,
2274275.17,ἐγώ,ἐμεῖο,p-s---mg-,Agr.,2274275.17,SBJ,Ref=1.301|SpaceAfter=No,Agr.,,,
,,,,,,,Ref=1.301,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274276.1,εἰ,εἰ,i--------,,2274276.5,AuxY,Ref=1.302,,,,
2274276.2,δέ,δ’,g--------,,2274276.0,COORD,Ref=1.302,,,,
2274276.3,ἄγε,ἄγε,d--------,,2274276.5,AuxY,Ref=1.302,,,,
2274276.4,μήν,μήν,g--------,,2274276.5,AuxY,Ref=1.302,,,,
2274276.5,πειράω,πείρησαι,v2samm---,AorNoni. | ImprComm. | MidMent.,2274276.2,PRED_CO,Ref=1.302,AorNoni.,ImprComm.,MidMent.,
2274276.6,ἵνα,ἵνα,c--------,,2274276.5,AuxC,Ref=1.302,,,,
2274276.7,γιγνώσκω,γνώωσι,v3pasa---,AorNoni. | SubjSubor. | Act.,2274276.6,ADV,Ref=1.302,AorNoni.,SubjSubor.,Act.,
2274276.8,καί,καί,d--------,,2274276.9,AuxZ,Ref=1.302,,,,
2274276.9,ὅδε,οἵδε,p-p---mn-,NomSubj.,2274276.7,SBJ,Ref=1.302|SpaceAfter=No,NomSubj.,,,
,,,,,,,Ref=1.302,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274277.1,αἶψα,αἶψά,d--------,,2274277.5,ADV,Ref=1.303,,,,
2274277.1,σύ,τοι,p-s----d-,DatPos.,2274277.3,ATR,Ref=1.303,DatPos.,,,
2274277.3,αἷμα,αἷμα,n-s---nn-,NomSubj.,2274277.5,SBJ,Ref=1.303,NomSubj.,,,
2274277.4,κελαινός,κελαινόν,a-s---nn-,Agr.,2274277.3,ATR,Ref=1.303,Agr.,,,
2274277.5,ἐρωέω,ἐρωήσει,v3sfia---,Fut. | Ind. | Act.,2274277.0,PRED,Ref=1.303,Fut.,Ind.,Act.,
2274277.6,περί,περί,r--------,Prep3.,2274277.5,AuxP,Ref=1.303,Prep3.,,,
2274277.7,δόρυ,δουρί,n-s---nd-,GBP,2274277.6,OBJ,Ref=1.303|SpaceAfter=No,GBP,,,
,,,,,,,Ref=1.303,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274278.1,ὡς,ὡς,d--------,,2274278.5,ADV,Ref=1.304,,,,
2274278.1,ὁ,τώ,p-d---mn-,NomSubj.,2274278.7,SBJ,Ref=1.304,NomSubj.,,,
2274278.3,γε,γ’,g--------,,2274278.2,AuxZ,Ref=1.304,,,,
2274278.4,ἀντίβιος,ἀντιβίοισι,a-p---nd-,Agr.,2274278.6,ATR,Ref=1.304,Agr.,,,
2274278.5,μάχομαι,μαχεσσαμένω,v-dapmmn-,AorNoni. | PartCirc. | MidRecip. | Agr.,2274278.7,ADV,Ref=1.304,AorNoni.,PartCirc.,MidRecip.,Agr.
2274278.6,ἔπος,ἐπέεσσιν,n-p---nd-,DatMean.,2274278.5,ADV,Ref=1.304,DatMean.,,,
2274278.7,ἀνίστημι,ἀνστήτην,v3daia---,Aor. | Ind. | Act.,2274278.1,PRED_CO,Ref=1.305|SpaceAfter=No,Aor.,Ind.,Act.,
,,,,,,,Ref=1.305,,,,
2274278.9,λύω,λῦσαν,v3paia---,Aor. | Ind. | Act.,2274278.1,PRED_CO,Ref=1.305,Aor.,Ind.,Act.,
2274278.1,δέ,δ’,g--------,,2274278.0,COORD,Ref=1.305,,,,
2274278.11,ἀγορά,ἀγορήν,n-s---fa-,AccObj. ,2274278.9,OBJ,Ref=1.305,AccObj.,,,
2274278.11,παρά,παρὰ,r--------,Prep3.,2274278.9,AuxP,Ref=1.305,Prep3.,,,
2274278.13,ναῦς,νηυσίν,n-p---fd-,GBP,2274278.12,ADV,Ref=1.305,GBP,,,
2274278.14,Ἀχαιός,Ἀχαιῶν,a-p---mg-,GenPos. ,2274278.13,ATR,Ref=1.305|SpaceAfter=No,GenPos.,,,
,,,,,,,Ref=1.305,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274279.1,Πηλείδης,Πηλεΐδης,n-s---mn-,NomSubj.,2274279.8,SBJ,Ref=1.306,NomSubj.,,,
2274279.2,μέν,μέν,g--------,,2274279.8,AuxY,Ref=1.306,,,,
2274279.3,ἐπί,ἐπί,r--------,Prep3.,2274279.8,AuxP,Ref=1.306,Prep3.,,,
2274279.4,κλισία,κλισίας,n-p---fa-,GBP,2274279.5,OBJ_CO,Ref=1.306,GBP,,,
2274279.5,καί,καί,c--------,,2274279.3,COORD,Ref=1.306,,,,
2274279.6,ναῦς,νῆας,n-p---fa-,GBP,2274279.5,OBJ_CO,Ref=1.306,GBP,,,
2274279.7,ἔισος,ἐΐσας,a-p---fa-,Agr.,2274279.6,ATR,Ref=1.306,Agr.,,,
2274279.8,εἶμι,ἤϊε,v3siia---,Impf. | Ind. | Act.,2274279.0,PRED,Ref=1.307,Impf.,Ind.,Act.,
2274279.9,σύν,σύν,r--------,Prep2.,2274279.8,AuxP,Ref=1.307,Prep2.,,,
2274279.1,τε,τε,g--------,,2274279.12,AuxY,Ref=1.307,,,,
2274279.11,Μενοιτιάδης,Μενοιτιάδῃ,n-s---md-,GBP,2274279.12,ADV_CO,Ref=1.307,GBP,,,
2274279.12,καί,καί,c--------,,2274279.9,COORD,Ref=1.307,,,,
2274279.12,ἑός,οἷς,a-p---md-,Agr.,2274279.14,ATR,Ref=1.307,Agr.,,,
2274279.14,ἑταῖρος,ἑτάροισιν,n-p---md-,GBP,2274279.12,ADV_CO,Ref=1.307|SpaceAfter=No,GBP,,,
,,,,,,,Ref=1.307,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274280.1,Ἀτρείδης,Ἀτρεΐδης,n-s---mn-,NomSubj.,2274280.23,SBJ,Ref=1.308,NomSubj.,,,
2274280.2,δέ,δ’,g--------,,2274280.23,AuxY,Ref=1.308,,,,
2274280.2,ἄρα,ἄρα,g--------,,2274280.8,AuxY,Ref=1.308,,,,
2274280.4,ναῦς,νῆα,n-s---fa-,AccObj. ,2274280.8,OBJ,Ref=1.308,AccObj.,,,
2274280.5,θοός,θοήν,a-s---fa-,Agr.,2274280.4,ATR,Ref=1.308,Agr.,,,
2274280.6,ἅλς,ἅλα,n-s---fa-,AccDirec.,2274280.8,OBJ,Ref=1.308,AccDirec.,,,
2274280.7,δέ,δέ,g--------,,2274280.6,AuxZ,Ref=1.308,,,,
2274280.8,προερύω,προέρυσσεν,v3saia---,Aor. | Ind. | Act.,2274280.23,PRED_CO,Ref=1.308|SpaceAfter=No,Aor.,Ind.,Act.,
,,,,,,,Ref=1.308,,,,
2274280.1,ἐν,ἐν,r--------,Preverb,2274280.13,AuxZ,Ref=1.309,Preverb,,,
2274280.11,δέ,δ’,g--------,,2274280.23,AuxY,Ref=1.309,,,,
2274280.12,ἐρέτης,ἐρέτας,n-p---ma-,AccObj. ,2274280.13,OBJ,Ref=1.309,AccObj.,,,
2274280.13,κρίνω,ἔκρινεν,v3saia---,Aor. | Ind. | Act.,2274280.23,PRED_CO,Ref=1.309,Aor.,Ind.,Act.,
2274280.14,εἴκοσι,ἐείκοσιν,m--------,,2274280.12,ATR,Ref=1.309|SpaceAfter=No,,,,
,,,,,,,Ref=1.309,,,,
2274280.16,εἰς,ἐς,r--------,Preverb,2274280.19,AuxZ,Ref=1.309,Preverb,,,
2274280.17,δέ,δ’,g--------,,2274280.23,AuxY,Ref=1.309,,,,
2274280.18,ἑκατόμβη,ἑκατόμβην,n-s---fa-,AccObj. ,2274280.19,OBJ,Ref=1.309,AccObj.,,,
2274280.19,βαίνω,βῆσε,v3saia---,Aor. | Ind. | Act.,2274280.23,PRED_CO,Ref=1.310,Aor.,Ind.,Act.,
2274280.2,θεός,θεῷ,n-s---md-,DatAdvn. ,2274280.19,ADV,Ref=1.310|SpaceAfter=No,DatAdvn.,,,
,,,,,,,Ref=1.310,,,,
2274280.22,ἀνά,ἀνά,r--------,Preverb,2274280.27,AuxZ,Ref=1.310,Preverb,,,
2274280.23,δέ,δέ,g--------,,2274280.0,COORD,Ref=1.310,,,,
2274280.24,Χρυσηίς,Χρυσηΐδα,n-s---fa-,AccObj. ,2274280.26,OBJ,Ref=1.310,AccObj.,,,
2274280.25,καλλιπάρηος,καλλιπάρῃον,a-s---fa-,Agr.,2274280.24,ATR,Ref=1.310,Agr.,,,
2274280.26,ἵζω,εἷσεν,v3saia---,Aor. | Ind. | Act.,2274280.23,PRED_CO,Ref=1.311,Aor.,Ind.,Act.,
2274280.27,ἄγω,ἄγων,v-sppamn-,PresNoni. | PartCirc. | Act. | Agr.,2274280.26,ADV,Ref=1.311|SpaceAfter=No,PresNoni.,PartCirc.,Act.,Agr.
,,,,,,,Ref=1.311,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274281.1,ἐν,ἐν,r--------,Preverb,2274281.4,AuxZ,Ref=1.311,Preverb,,,
2274281.2,δέ,δ’,g--------,,2274281.0,COORD,Ref=1.311,,,,
2274281.3,ἀρχός,ἀρχός,n-s---mn-,Agr.,2274281.6,ATV,Ref=1.311,Agr.,,,
2274281.4,βαίνω,ἔβη,v3saia---,Aor. | Ind. | Act.,2274281.2,PRED_CO,Ref=1.311,Aor.,Ind.,Act.,
2274281.5,πολύμητις,πολύμητις,a-s---mn-,Agr.,2274281.6,ATR,Ref=1.311,Agr.,,,
2274281.6,Ὀδυσσεύς,Ὀδυσσεύς,n-s---mn-,NomSubj.,2274281.4,SBJ,Ref=1.311|SpaceAfter=No,NomSubj.,,,
,,,,,,,Ref=1.311,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274281.6,ὁ,οἳ,p-p---mn-,NomSubj.,2274282.5,SBJ,Ref=1.312,NomSubj.,,,
2274282.2,μέν,μέν,g--------,,2274282.1,AuxY,Ref=1.312,,,,
2274282.3,ἔπειτα,ἔπειτ’,d--------,,2274282.5,ADV,Ref=1.312,,,,
2274282.4,ἀναβαίνω,ἀναβάντες,v-papamn-,AorNoni. | PartCirc. | Act. | Agr.,2274282.5,ADV,Ref=1.312,AorNoni.,PartCirc.,Act.,Agr.
2274282.5,ἐπιπλέω,ἐπέπλεον,v3piia---,Impf. | Ind. | Act.,2274282.1,PRED_CO,Ref=1.312,Impf.,Ind.,Act.,
2274282.6,ὑγρός,ὑγρά,a-p---na-,Agr.,2274282.7,ATR,Ref=1.312,Agr.,,,
2274282.7,κέλευθος,κέλευθα,n-p---na-,AccSpac.,2274282.5,OBJ,Ref=1.312|SpaceAfter=No,AccSpac.,,,
,,,,,,,Ref=1.312,,,,
2274282.9,λαός,λαούς,n-p---ma-,AccObj. ,2274282.12,SBJ,Ref=1.313,AccObj.,,,
2274282.1,δέ,δ’,g--------,,2274282.0,COORD,Ref=1.313,,,,
2274282.11,Ἀτρείδης,Ἀτρεΐδης,n-s---mn-,NomSubj.,2274282.13,SBJ,Ref=1.313,NomSubj.,,,
2274282.12,ἀπολυμαίνομαι,ἀπολυμαίνεσθαι,v--pne---,PresNoni. | InfDyn. | MidDir.,2274282.13,OBJ,Ref=1.313,PresNoni.,InfDyn.,MidDir.,
2274282.13,ἄνωγα,ἄνωγεν,v3sria---,Perf. | Ind. | Act.,2274282.1,PRED_CO,Ref=1.313|SpaceAfter=No,Perf.,Ind.,Act.,
,,,,,,,Ref=1.313,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274282.13,ὁ,οἳ,p-p---mn-,NomSubj.,2274283.11,SBJ,Ref=1.314,NomSubj.,,,
2274283.2,δέ,δ’,g--------,,2274283.11,AuxY,Ref=1.314,,,,
2274283.3,ἀπολυμαίνομαι,ἀπελυμαίνοντο,v3piie---,Impf. | Ind. | MidDir.,2274283.11,PRED_CO,Ref=1.314,Impf.,Ind.,MidDir.,
2274283.4,καί,καί,c--------,,2274283.11,AuxY,Ref=1.314,,,,
2274283.5,εἰς,εἰς,r--------,Prep3.,2274283.8,AuxP,Ref=1.314,Prep3.,,,
2274283.6,ἅλς,ἅλα,n-s---fa-,GBP,2274283.5,OBJ,Ref=1.314,GBP,,,
2274283.7,λῦμα,λύματα,n-p---na-,AccObj. ,2274283.8,OBJ,Ref=1.314,AccObj.,,,
2274283.8,βάλλω,βάλλον,v3piia---,Impf. | Ind. | Act.,2274283.11,PRED_CO,Ref=1.314|SpaceAfter=No,Impf.,Ind.,Act.,
,,,,,,,Ref=1.314,,,,
2274283.1,ἔρδω,ἕρδον,v3piia---,ImpfCons. | Ind. | Act.,2274283.11,PRED_CO,Ref=1.315,ImpfCons.,Ind.,Act.,
2274283.11,δέ,δ’,g--------,,2274283.0,COORD,Ref=1.315,,,,
2274283.12,Ἀπόλλων,Ἀπόλλωνι,n-s---md-,DatAdvn. ,2274283.1,OBJ,Ref=1.315,DatAdvn.,,,
2274283.13,τελήεις,τεληέσσας,a-p---fa-,Agr.,2274283.14,ATR,Ref=1.315,Agr.,,,
2274283.14,ἑκατόμβη,ἑκατόμβας,n-p---fa-,AccObj. ,2274283.1,OBJ,Ref=1.315,AccObj.,,,
2274283.15,ταῦρος,ταύρων,n-p---mg-,GenSep.,2274283.16,ATR_CO,Ref=1.316,GenSep.,,,
2274283.16,ἠδέ,ἠδ’,c--------,,2274283.14,COORD,Ref=1.316,,,,
2274283.17,αἴξ,αἰγῶν,n-p---mg-,GenSep.,2274283.16,ATR_CO,Ref=1.316,GenSep.,,,
2274283.17,παρά,παρὰ,r--------,Prep3.,2274283.1,AuxP,Ref=1.316,Prep3.,,,
2274283.19,θίς,θῖν’,n-s---ma-,GBP,2274283.18,ADV,Ref=1.316,GBP,,,
2274283.2,ἅλς,ἁλός,n-s---fg-,GenExpl.,2274283.19,ATR,Ref=1.316,GenExpl.,,,
2274283.21,ἀτρύγετος,ἀτρυγέτοιο,a-s---fg-,Agr.,2274283.2,ATR,Ref=1.316|SpaceAfter=No,Agr.,,,
,,,,,,,Ref=1.316,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274284.1,κνῖσα,κνίση,n-s---fn-,NomSubj.,2274284.4,SBJ,Ref=1.317,NomSubj.,,,
2274284.2,δέ,δ’,g--------,,2274284.0,COORD,Ref=1.317,,,,
2274284.3,οὐρανός,οὐρανόν,n-s---ma-,AccDirec. ,2274284.4,OBJ,Ref=1.317,AccDirec.,,,
2274284.4,ἱκνέομαι,ἷκεν,v3saia---,Aor. | Ind. | Act.,2274284.2,PRED_CO,Ref=1.317,Aor.,Ind.,Act.,
2274284.5,ἑλίσσω,ἑλισσομένη,v-sppefn-,PresNoni. | PartCirc. | MidMotion. | Agr.,2274284.4,ADV,Ref=1.317,PresNoni.,PartCirc.,MidMotion.,Agr.
2274284.6,περί,περί,r--------,Prep3.,2274284.5,AuxP,Ref=1.317,Prep3.,,,
2274284.7,καπνός,καπνῷ,n-s---md-,GBP,2274284.6,OBJ,Ref=1.317|SpaceAfter=No,GBP,,,
,,,,,,,Ref=1.317,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274285.1,ὡς,ὡς,d--------,,2274285.5,ADV,Ref=1.318,,,,
2274285.1,ὁ,οἳ,p-p---mn-,NomSubj.,2274285.5,SBJ,Ref=1.318,NomSubj.,,,
2274285.3,μέν,μέν,g--------,,2274285.5,AuxY,Ref=1.318,,,,
2274285.3,ὁ,τὰ,p-p---na-,AccObj. ,2274285.5,OBJ,Ref=1.318,AccObj.,,,
2274285.5,πένομαι,πένοντο,v3piie---,Impf. | Ind. | MidIndir.,2274285.0,PRED,Ref=1.318,Impf.,Ind.,MidIndir.,
2274285.6,κατά,κατά,r--------,Prep3.,2274285.5,AuxP,Ref=1.318,Prep3.,,,
2274285.7,στρατός,στρατόν,n-s---ma-,GBP,2274285.6,ADV,Ref=1.318|SpaceAfter=No,GBP,,,
,,,,,,,Ref=1.318,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274285.7,οὐ,οὐ,d--------,,2274286.4,AuxZ,Ref=1.318|SpaceAfter=No,,,,
2274286.2,δέ,δ’,g--------,,2274286.11,AuxY,Ref=1.318,,,,
2274286.3,Ἀγαμέμνων,Ἀγαμέμνων,n-s---mn-,NomSubj.,2274286.11,SBJ,Ref=1.318,NomSubj.,,,
2274286.4,λήγω,λῆγ’,v3siia---,Impf. | Ind. | Act.,2274286.11,PRED_CO,Ref=1.319,Impf.,Ind.,Act.,
2274286.5,ἔρις,ἔριδος,n-s---fg-,GenVerb. ,2274286.4,OBJ,Ref=1.319,GenVerb.,,,
2274286.5,ὁ,τὴν,p-s---fa-,AccObj. ,2274286.8,OBJ,Ref=1.319,AccObj.,,,
2274286.7,πρῶτος,πρῶτον,a-s---na-,AccAdv.,2274286.8,ADV,Ref=1.319,AccAdv.,,,
2274286.8,ἐπαπειλέω,ἐπηπείλησ’,v3saia---,Aor. | Ind. | Act.,2274286.5,ATR,Ref=1.319,Aor.,Ind.,Act.,
2274286.9,Ἀχιλλεύς,Ἀχιλῆϊ,n-s---md-,DatVerb. ,2274286.8,OBJ,Ref=1.319|SpaceAfter=No,DatVerb.,,,
,,,,,,,Ref=1.319,,,,
2274286.11,ἀλλά,ἀλλ’,c--------,,2274286.0,COORD,Ref=1.320,,,,
2274286.11,ὁ,ὅ,p-s---mn-,NomSubj.,2274286.18,SBJ,Ref=1.320,NomSubj.,,,
2274286.13,γε,γε,g--------,,2274286.12,AuxZ,Ref=1.320,,,,
2274286.14,Ταλθύβιος,Ταλθύβιόν,n-s---ma-,AccObj. ,2274286.16,OBJ_CO,Ref=1.320,AccObj.,,,
2274286.15,τε,τε,g--------,,2274286.16,AuxY,Ref=1.320,,,,
2274286.16,καί,καί,c--------,,2274286.18,COORD,Ref=1.320,,,,
2274286.17,Εὐρυβάτης,Εὐρυβάτην,n-s---ma-,AccObj. ,2274286.16,OBJ_CO,Ref=1.320,AccObj.,,,
2274286.18,προσεῖπον,προσέειπε,v3saia---,Aor. | Ind. | Act.,2274286.11,PRED_CO,Ref=1.320|SpaceAfter=No,Aor.,Ind.,Act.,
,,,,,,,Ref=1.320,,,,
2274286.18,ὁ,τώ,p-d---mn-,NomSubj.,2274286.22,SBJ,Ref=1.321,NomSubj.,,,
2274286.18,ἕ,οἱ,p-s---md-,DatPos.,2274286.22,OBJ,Ref=1.321,DatPos.,,,
2274286.18,εἰμί,ἔσαν,v3piia---,Impf. | Ind. | Act.,2274286.16,ATR,Ref=1.321,Impf.,Ind.,Act.,
2274286.23,κῆρυξ,κήρυκε,n-d---mn-,NomPred.,2274286.24,PNOM_CO,Ref=1.321,NomPred.,,,
2274286.24,καί,καί,c--------,,2274286.22,COORD,Ref=1.321,,,,
2274286.25,ὀτρηρός,ὀτρηρώ,a-d---mn-,Agr.,2274286.26,ATR,Ref=1.321,Agr.,,,
2274286.26,θεράπων,θεράποντε,n-d---mn-,NomPred.,2274286.24,PNOM_CO,Ref=1.321|SpaceAfter=No,NomPred.,,,
,,,,,,,Ref=1.321,,,,
